DATE,WILL5000INDFC
1994-11-22,13.18
1994-11-23,13.17
1994-11-24,.
1994-11-25,13.25
1994-11-28,13.30
1994-11-29,13.33
1994-11-30,13.31
1994-12-01,13.17
1994-12-02,13.27
1994-12-05,13.28
1994-12-06,13.26
1994-12-07,13.19
1994-12-08,13.01
1994-12-09,13.03
1994-12-12,13.08
1994-12-13,13.11
1994-12-14,13.25
1994-12-15,13.30
1994-12-16,13.36
1994-12-19,13.34
1994-12-20,13.33
1994-12-21,13.42
1994-12-22,13.42
1994-12-23,13.45
1994-12-26,.
1994-12-27,13.51
1994-12-28,13.46
1994-12-29,13.50
1994-12-30,13.49
1995-01-02,.
1995-01-03,13.45
1995-01-04,13.50
1995-01-05,13.49
1995-01-06,13.52
1995-01-09,13.53
1995-01-10,13.56
1995-01-11,13.55
1995-01-12,13.56
1995-01-13,13.67
1995-01-16,13.79
1995-01-17,13.82
1995-01-18,13.80
1995-01-19,13.73
1995-01-20,13.66
1995-01-23,13.66
1995-01-24,13.69
1995-01-25,13.72
1995-01-26,13.72
1995-01-27,13.78
1995-01-30,13.72
1995-01-31,13.78
1995-02-01,13.79
1995-02-02,13.86
1995-02-03,14.03
1995-02-06,14.12
1995-02-07,14.11
1995-02-08,14.14
1995-02-09,14.13
1995-02-10,14.16
1995-02-13,14.17
1995-02-14,14.18
1995-02-15,14.26
1995-02-16,14.25
1995-02-17,14.18
1995-02-20,.
1995-02-21,14.17
1995-02-22,14.23
1995-02-23,14.30
1995-02-24,14.33
1995-02-27,14.21
1995-02-28,14.33
1995-03-01,14.29
1995-03-02,14.27
1995-03-03,14.29
1995-03-06,14.28
1995-03-07,14.17
1995-03-08,14.21
1995-03-09,14.22
1995-03-10,14.38
1995-03-13,14.39
1995-03-14,14.47
1995-03-15,14.45
1995-03-16,14.53
1995-03-17,14.53
1995-03-20,14.54
1995-03-21,14.51
1995-03-22,14.52
1995-03-23,14.53
1995-03-24,14.67
1995-03-27,14.74
1995-03-28,14.77
1995-03-29,14.75
1995-03-30,14.74
1995-03-31,14.71
1995-04-03,14.73
1995-04-04,14.80
1995-04-05,14.81
1995-04-06,14.83
1995-04-07,14.82
1995-04-10,14.86
1995-04-11,14.84
1995-04-12,14.89
1995-04-13,14.95
1995-04-14,.
1995-04-17,14.87
1995-04-18,14.83
1995-04-19,14.79
1995-04-20,14.81
1995-04-21,14.89
1995-04-24,15.00
1995-04-25,14.99
1995-04-26,15.01
1995-04-27,15.04
1995-04-28,15.07
1995-05-01,15.06
1995-05-02,15.07
1995-05-03,15.21
1995-05-04,15.20
1995-05-05,15.19
1995-05-08,15.30
1995-05-09,15.31
1995-05-10,15.33
1995-05-11,15.37
1995-05-12,15.41
1995-05-15,15.48
1995-05-16,15.50
1995-05-17,15.47
1995-05-18,15.28
1995-05-19,15.27
1995-05-22,15.38
1995-05-23,15.51
1995-05-24,15.51
1995-05-25,15.51
1995-05-26,15.39
1995-05-29,.
1995-05-30,15.36
1995-05-31,15.58
1995-06-01,15.61
1995-06-02,15.62
1995-06-05,15.71
1995-06-06,15.71
1995-06-07,15.66
1995-06-08,15.66
1995-06-09,15.55
1995-06-12,15.63
1995-06-13,15.77
1995-06-14,15.79
1995-06-15,15.83
1995-06-16,15.90
1995-06-19,16.04
1995-06-20,16.05
1995-06-21,16.04
1995-06-22,16.23
1995-06-23,16.19
1995-06-26,16.03
1995-06-27,15.98
1995-06-28,16.03
1995-06-29,16.03
1995-06-30,16.08
1995-07-03,16.13
1995-07-04,.
1995-07-05,16.17
1995-07-06,16.35
1995-07-07,16.45
1995-07-10,16.48
1995-07-11,16.43
1995-07-12,16.61
1995-07-13,16.62
1995-07-14,16.60
1995-07-17,16.67
1995-07-18,16.54
1995-07-19,16.27
1995-07-20,16.37
1995-07-21,16.39
1995-07-24,16.51
1995-07-25,16.63
1995-07-26,16.68
1995-07-27,16.79
1995-07-28,16.75
1995-07-31,16.74
1995-08-01,16.66
1995-08-02,16.63
1995-08-03,16.62
1995-08-04,16.64
1995-08-07,16.69
1995-08-08,16.70
1995-08-09,16.70
1995-08-10,16.66
1995-08-11,16.61
1995-08-14,16.73
1995-08-15,16.72
1995-08-16,16.79
1995-08-17,16.80
1995-08-18,16.81
1995-08-21,16.78
1995-08-22,16.81
1995-08-23,16.77
1995-08-24,16.76
1995-08-25,16.83
1995-08-28,16.79
1995-08-29,16.80
1995-08-30,16.85
1995-08-31,16.90
1995-09-01,16.96
1995-09-04,.
1995-09-05,17.13
1995-09-06,17.19
1995-09-07,17.21
1995-09-08,17.30
1995-09-11,17.34
1995-09-12,17.39
1995-09-13,17.46
1995-09-14,17.57
1995-09-15,17.54
1995-09-18,17.52
1995-09-19,17.58
1995-09-20,17.66
1995-09-21,17.55
1995-09-22,17.50
1995-09-25,17.47
1995-09-26,17.45
1995-09-27,17.40
1995-09-28,17.56
1995-09-29,17.55
1995-10-02,17.44
1995-10-03,17.42
1995-10-04,17.34
1995-10-05,17.40
1995-10-06,17.40
1995-10-09,17.22
1995-10-10,17.18
1995-10-11,17.29
1995-10-12,17.43
1995-10-13,17.49
1995-10-16,17.46
1995-10-17,17.57
1995-10-18,17.61
1995-10-19,17.66
1995-10-20,17.57
1995-10-23,17.50
1995-10-24,17.53
1995-10-25,17.38
1995-10-26,17.22
1995-10-27,17.29
1995-10-30,17.40
1995-10-31,17.37
1995-11-01,17.45
1995-11-02,17.63
1995-11-03,17.69
1995-11-06,17.64
1995-11-07,17.56
1995-11-08,17.69
1995-11-09,17.77
1995-11-10,17.76
1995-11-13,17.73
1995-11-14,17.62
1995-11-15,17.72
1995-11-16,17.83
1995-11-17,17.90
1995-11-20,17.80
1995-11-21,17.84
1995-11-22,17.80
1995-11-23,.
1995-11-24,17.86
1995-11-27,17.90
1995-11-28,18.04
1995-11-29,18.12
1995-11-30,18.11
1995-12-01,18.14
1995-12-04,18.34
1995-12-05,18.42
1995-12-06,18.46
1995-12-07,18.34
1995-12-08,18.38
1995-12-11,18.43
1995-12-12,18.39
1995-12-13,18.47
1995-12-14,18.33
1995-12-15,18.28
1995-12-18,17.96
1995-12-19,18.14
1995-12-20,18.05
1995-12-21,18.18
1995-12-22,18.24
1995-12-25,.
1995-12-26,18.30
1995-12-27,18.33
1995-12-28,18.32
1995-12-29,18.40
1996-01-01,.
1996-01-02,18.52
1996-01-03,18.50
1996-01-04,18.36
1996-01-05,18.34
1996-01-08,18.38
1996-01-09,18.09
1996-01-10,17.80
1996-01-11,17.95
1996-01-12,17.93
1996-01-15,17.83
1996-01-16,18.02
1996-01-17,18.01
1996-01-18,18.08
1996-01-19,18.18
1996-01-22,18.26
1996-01-23,18.26
1996-01-24,18.45
1996-01-25,18.38
1996-01-26,18.50
1996-01-29,18.57
1996-01-30,18.74
1996-01-31,18.90
1996-02-01,18.99
1996-02-02,18.93
1996-02-05,19.08
1996-02-06,19.21
1996-02-07,19.28
1996-02-08,19.44
1996-02-09,19.46
1996-02-12,19.57
1996-02-13,19.53
1996-02-14,19.45
1996-02-15,19.39
1996-02-16,19.32
1996-02-19,.
1996-02-20,19.12
1996-02-21,19.32
1996-02-22,19.63
1996-02-23,19.64
1996-02-26,19.45
1996-02-27,19.37
1996-02-28,19.33
1996-02-29,19.23
1996-03-01,19.27
1996-03-04,19.45
1996-03-05,19.59
1996-03-06,19.52
1996-03-07,19.56
1996-03-08,19.00
1996-03-11,19.18
1996-03-12,19.08
1996-03-13,19.17
1996-03-14,19.25
1996-03-15,19.28
1996-03-18,19.57
1996-03-19,19.55
1996-03-20,19.50
1996-03-21,19.48
1996-03-22,19.52
1996-03-25,19.47
1996-03-26,19.53
1996-03-27,19.47
1996-03-28,19.48
1996-03-29,19.44
1996-04-01,19.65
1996-04-02,19.69
1996-04-03,19.72
1996-04-04,19.73
1996-04-05,.
1996-04-08,19.40
1996-04-09,19.38
1996-04-10,19.16
1996-04-11,19.06
1996-04-12,19.22
1996-04-15,19.38
1996-04-16,19.48
1996-04-17,19.39
1996-04-18,19.48
1996-04-19,19.53
1996-04-22,19.65
1996-04-23,19.76
1996-04-24,19.77
1996-04-25,19.86
1996-04-26,19.89
1996-04-29,19.91
1996-04-30,19.92
1996-05-01,19.97
1996-05-02,19.66
1996-05-03,19.64
1996-05-06,19.61
1996-05-07,19.53
1996-05-08,19.65
1996-05-09,19.71
1996-05-10,19.92
1996-05-13,20.18
1996-05-14,20.33
1996-05-15,20.33
1996-05-16,20.34
1996-05-17,20.45
1996-05-20,20.57
1996-05-21,20.56
1996-05-22,20.69
1996-05-23,20.64
1996-05-24,20.69
1996-05-27,.
1996-05-28,20.51
1996-05-29,20.38
1996-05-30,20.49
1996-05-31,20.46
1996-06-03,20.41
1996-06-04,20.55
1996-06-05,20.71
1996-06-06,20.55
1996-06-07,20.51
1996-06-10,20.50
1996-06-11,20.48
1996-06-12,20.46
1996-06-13,20.41
1996-06-14,20.32
1996-06-17,20.28
1996-06-18,20.13
1996-06-19,20.11
1996-06-20,20.05
1996-06-21,20.17
1996-06-24,20.24
1996-06-25,20.19
1996-06-26,20.04
1996-06-27,20.16
1996-06-28,20.29
1996-07-01,20.46
1996-07-02,20.41
1996-07-03,20.34
1996-07-04,.
1996-07-05,19.93
1996-07-08,19.77
1996-07-09,19.84
1996-07-10,19.80
1996-07-11,19.44
1996-07-12,19.43
1996-07-15,18.93
1996-07-16,18.83
1996-07-17,19.09
1996-07-18,19.40
1996-07-19,19.25
1996-07-22,19.08
1996-07-23,18.81
1996-07-24,18.77
1996-07-25,18.94
1996-07-26,19.11
1996-07-29,18.97
1996-07-30,19.06
1996-07-31,19.20
1996-08-01,19.51
1996-08-02,19.87
1996-08-05,19.81
1996-08-06,19.88
1996-08-07,19.96
1996-08-08,19.93
1996-08-09,19.88
1996-08-12,19.99
1996-08-13,19.83
1996-08-14,19.91
1996-08-15,19.93
1996-08-16,20.02
1996-08-19,20.04
1996-08-20,20.01
1996-08-21,19.99
1996-08-22,20.17
1996-08-23,20.10
1996-08-26,20.03
1996-08-27,20.11
1996-08-28,20.12
1996-08-29,19.93
1996-08-30,19.81
1996-09-02,.
1996-09-03,19.85
1996-09-04,19.88
1996-09-05,19.69
1996-09-06,19.89
1996-09-09,20.08
1996-09-10,20.09
1996-09-11,20.18
1996-09-12,20.31
1996-09-13,20.58
1996-09-16,20.68
1996-09-17,20.65
1996-09-18,20.62
1996-09-19,20.66
1996-09-20,20.77
1996-09-23,20.73
1996-09-24,20.73
1996-09-25,20.77
1996-09-26,20.81
1996-09-27,20.83
1996-09-30,20.87
1996-10-01,20.88
1996-10-02,21.04
1996-10-03,21.01
1996-10-04,21.24
1996-10-07,21.28
1996-10-08,21.19
1996-10-09,21.09
1996-10-10,21.04
1996-10-11,21.20
1996-10-14,21.30
1996-10-15,21.26
1996-10-16,21.29
1996-10-17,21.35
1996-10-18,21.42
1996-10-21,21.37
1996-10-22,21.23
1996-10-23,21.23
1996-10-24,21.14
1996-10-25,21.09
1996-10-28,20.98
1996-10-29,21.03
1996-10-30,21.03
1996-10-31,21.16
1996-11-01,21.13
1996-11-04,21.20
1996-11-05,21.38
1996-11-06,21.68
1996-11-07,21.77
1996-11-08,21.85
1996-11-11,21.89
1996-11-12,21.84
1996-11-13,21.89
1996-11-14,22.02
1996-11-15,22.04
1996-11-18,22.01
1996-11-19,22.13
1996-11-20,22.18
1996-11-21,22.14
1996-11-22,22.31
1996-11-25,22.53
1996-11-26,22.49
1996-11-27,22.50
1996-11-28,.
1996-11-29,22.56
1996-12-02,22.58
1996-12-03,22.43
1996-12-04,22.35
1996-12-05,22.35
1996-12-06,22.18
1996-12-09,22.49
1996-12-10,22.43
1996-12-11,22.23
1996-12-12,21.96
1996-12-13,21.90
1996-12-16,21.66
1996-12-17,21.76
1996-12-18,21.95
1996-12-19,22.30
1996-12-20,22.37
1996-12-23,22.30
1996-12-24,22.41
1996-12-25,.
1996-12-26,22.54
1996-12-27,22.58
1996-12-30,22.53
1996-12-31,22.31
1997-01-01,.
1997-01-02,22.14
1997-01-03,22.45
1997-01-06,22.47
1997-01-07,22.63
1997-01-08,22.54
1997-01-09,22.71
1997-01-10,22.82
1997-01-13,22.81
1997-01-14,23.07
1997-01-15,23.02
1997-01-16,23.09
1997-01-17,23.25
1997-01-20,23.32
1997-01-21,23.46
1997-01-22,23.57
1997-01-23,23.37
1997-01-24,23.15
1997-01-27,22.99
1997-01-28,23.00
1997-01-29,23.16
1997-01-30,23.44
1997-01-31,23.50
1997-02-03,23.52
1997-02-04,23.56
1997-02-05,23.26
1997-02-06,23.32
1997-02-07,23.55
1997-02-10,23.40
1997-02-11,23.48
1997-02-12,23.84
1997-02-13,24.08
1997-02-14,24.04
1997-02-17,.
1997-02-18,24.21
1997-02-19,24.14
1997-02-20,23.87
1997-02-21,23.81
1997-02-24,24.01
1997-02-25,24.08
1997-02-26,23.90
1997-02-27,23.61
1997-02-28,23.49
1997-03-03,23.60
1997-03-04,23.54
1997-03-05,23.82
1997-03-06,23.75
1997-03-07,23.91
1997-03-10,24.12
1997-03-11,24.07
1997-03-12,23.88
1997-03-13,23.50
1997-03-14,23.58
1997-03-17,23.56
1997-03-18,23.38
1997-03-19,23.24
1997-03-20,23.20
1997-03-21,23.23
1997-03-24,23.34
1997-03-25,23.33
1997-03-26,23.39
1997-03-27,22.95
1997-03-28,.
1997-03-31,22.45
1997-04-01,22.48
1997-04-02,22.23
1997-04-03,22.22
1997-04-04,22.47
1997-04-07,22.65
1997-04-08,22.75
1997-04-09,22.63
1997-04-10,22.53
1997-04-11,21.98
1997-04-14,22.11
1997-04-15,22.38
1997-04-16,22.56
1997-04-17,22.53
1997-04-18,22.63
1997-04-21,22.42
1997-04-22,22.74
1997-04-23,22.74
1997-04-24,22.69
1997-04-25,22.48
1997-04-28,22.67
1997-04-29,23.22
1997-04-30,23.43
1997-05-01,23.42
1997-05-02,23.87
1997-05-05,24.38
1997-05-06,24.31
1997-05-07,24.03
1997-05-08,24.14
1997-05-09,24.27
1997-05-12,24.58
1997-05-13,24.48
1997-05-14,24.57
1997-05-15,24.71
1997-05-16,24.45
1997-05-19,24.52
1997-05-20,24.75
1997-05-21,24.72
1997-05-22,24.66
1997-05-23,24.97
1997-05-26,.
1997-05-27,25.05
1997-05-28,25.03
1997-05-29,24.97
1997-05-30,25.09
1997-06-02,25.10
1997-06-03,25.07
1997-06-04,24.96
1997-06-05,25.07
1997-06-06,25.43
1997-06-09,25.55
1997-06-10,25.59
1997-06-11,25.70
1997-06-12,26.03
1997-06-13,26.29
1997-06-16,26.31
1997-06-17,26.35
1997-06-18,26.26
1997-06-19,26.51
1997-06-20,26.50
1997-06-23,26.02
1997-06-24,26.44
1997-06-25,26.26
1997-06-26,26.14
1997-06-27,26.25
1997-06-30,26.24
1997-07-01,26.38
1997-07-02,26.69
1997-07-03,27.01
1997-07-04,.
1997-07-07,26.92
1997-07-08,27.11
1997-07-09,26.86
1997-07-10,27.03
1997-07-11,27.15
1997-07-14,27.22
1997-07-15,27.42
1997-07-16,27.74
1997-07-17,27.60
1997-07-18,27.22
1997-07-21,27.11
1997-07-22,27.65
1997-07-23,27.73
1997-07-24,27.82
1997-07-25,27.80
1997-07-28,27.74
1997-07-29,27.89
1997-07-30,28.20
1997-07-31,28.26
1997-08-01,28.10
1997-08-04,28.19
1997-08-05,28.29
1997-08-06,28.51
1997-08-07,28.29
1997-08-08,27.79
1997-08-11,27.84
1997-08-12,27.59
1997-08-13,27.52
1997-08-14,27.60
1997-08-15,27.04
1997-08-18,27.27
1997-08-19,27.64
1997-08-20,28.02
1997-08-21,27.68
1997-08-22,27.61
1997-08-25,27.58
1997-08-26,27.42
1997-08-27,27.48
1997-08-28,27.27
1997-08-29,27.20
1997-09-01,.
1997-09-02,27.88
1997-09-03,27.93
1997-09-04,28.02
1997-09-05,28.03
1997-09-08,28.12
1997-09-09,28.21
1997-09-10,27.88
1997-09-11,27.71
1997-09-12,28.04
1997-09-15,27.97
1997-09-16,28.59
1997-09-17,28.58
1997-09-18,28.68
1997-09-19,28.77
1997-09-22,28.92
1997-09-23,28.85
1997-09-24,28.68
1997-09-25,28.51
1997-09-26,28.70
1997-09-29,28.91
1997-09-30,28.80
1997-10-01,28.99
1997-10-02,29.16
1997-10-03,29.31
1997-10-06,29.51
1997-10-07,29.77
1997-10-08,29.59
1997-10-09,29.54
1997-10-10,29.46
1997-10-13,29.49
1997-10-14,29.51
1997-10-15,29.42
1997-10-16,29.11
1997-10-17,28.74
1997-10-20,29.07
1997-10-21,29.55
1997-10-22,29.47
1997-10-23,28.94
1997-10-24,28.71
1997-10-27,26.83
1997-10-28,27.91
1997-10-29,27.96
1997-10-30,27.52
1997-10-31,27.85
1997-11-03,28.49
1997-11-04,28.56
1997-11-05,28.67
1997-11-06,28.53
1997-11-07,28.17
1997-11-10,28.03
1997-11-11,28.05
1997-11-12,27.51
1997-11-13,27.74
1997-11-14,28.08
1997-11-17,28.60
1997-11-18,28.38
1997-11-19,28.51
1997-11-20,28.90
1997-11-21,28.98
1997-11-24,28.50
1997-11-25,28.61
1997-11-26,28.67
1997-11-27,.
1997-11-28,28.76
1997-12-01,29.28
1997-12-02,29.20
1997-12-03,29.36
1997-12-04,29.31
1997-12-05,29.59
1997-12-08,29.62
1997-12-09,29.40
1997-12-10,29.18
1997-12-11,28.73
1997-12-12,28.65
1997-12-15,28.84
1997-12-16,29.02
1997-12-17,28.98
1997-12-18,28.68
1997-12-19,28.49
1997-12-22,28.65
1997-12-23,28.32
1997-12-24,28.16
1997-12-25,.
1997-12-26,28.26
1997-12-29,28.72
1997-12-30,29.23
1997-12-31,29.29
1998-01-01,.
1998-01-02,29.37
1998-01-05,29.43
1998-01-06,29.14
1998-01-07,29.04
1998-01-08,28.81
1998-01-09,27.96
1998-01-12,28.17
1998-01-13,28.59
1998-01-14,28.78
1998-01-15,28.61
1998-01-16,28.93
1998-01-19,.
1998-01-20,29.40
1998-01-21,29.22
1998-01-22,28.98
1998-01-23,28.82
1998-01-26,28.76
1998-01-27,29.04
1998-01-28,29.33
1998-01-29,29.57
1998-01-30,29.45
1998-02-02,30.01
1998-02-03,30.17
1998-02-04,30.25
1998-02-05,30.21
1998-02-06,30.44
1998-02-09,30.41
1998-02-10,30.66
1998-02-11,30.72
1998-02-12,30.83
1998-02-13,30.76
1998-02-16,.
1998-02-17,30.81
1998-02-18,31.06
1998-02-19,30.99
1998-02-20,31.11
1998-02-23,31.25
1998-02-24,31.03
1998-02-25,31.39
1998-02-26,31.57
1998-02-27,31.59
1998-03-02,31.55
1998-03-03,31.66
1998-03-04,31.53
1998-03-05,31.22
1998-03-06,31.79
1998-03-09,31.69
1998-03-10,32.03
1998-03-11,32.18
1998-03-12,32.23
1998-03-13,32.22
1998-03-16,32.50
1998-03-17,32.53
1998-03-18,32.69
1998-03-19,32.83
1998-03-20,33.02
1998-03-23,32.93
1998-03-24,33.21
1998-03-25,33.14
1998-03-26,33.13
1998-03-27,33.01
1998-03-30,32.94
1998-03-31,33.17
1998-04-01,33.41
1998-04-02,33.69
1998-04-03,33.76
1998-04-06,33.67
1998-04-07,33.32
1998-04-08,33.16
1998-04-09,33.43
1998-04-10,.
1998-04-13,33.43
1998-04-14,33.65
1998-04-15,33.79
1998-04-16,33.49
1998-04-17,33.86
1998-04-20,33.93
1998-04-21,34.02
1998-04-22,34.11
1998-04-23,33.74
1998-04-24,33.42
1998-04-27,32.72
1998-04-28,32.78
1998-04-29,33.08
1998-04-30,33.57
1998-05-01,33.78
1998-05-04,33.83
1998-05-05,33.65
1998-05-06,33.37
1998-05-07,33.11
1998-05-08,33.46
1998-05-11,33.38
1998-05-12,33.56
1998-05-13,33.66
1998-05-14,33.61
1998-05-15,33.36
1998-05-18,33.22
1998-05-19,33.35
1998-05-20,33.51
1998-05-21,33.40
1998-05-22,33.23
1998-05-25,.
1998-05-26,32.74
1998-05-27,32.62
1998-05-28,32.81
1998-05-29,32.67
1998-06-01,32.57
1998-06-02,32.64
1998-06-03,32.39
1998-06-04,32.71
1998-06-05,33.19
1998-06-08,33.29
1998-06-09,33.37
1998-06-10,33.14
1998-06-11,32.66
1998-06-12,32.69
1998-06-15,32.07
1998-06-16,32.39
1998-06-17,32.92
1998-06-18,32.88
1998-06-19,32.74
1998-06-22,32.85
1998-06-23,33.30
1998-06-24,33.68
1998-06-25,33.57
1998-06-26,33.68
1998-06-29,33.87
1998-06-30,33.82
1998-07-01,34.20
1998-07-02,34.14
1998-07-03,.
1998-07-06,34.43
1998-07-07,34.39
1998-07-08,34.70
1998-07-09,34.53
1998-07-10,34.64
1998-07-13,34.67
1998-07-14,34.96
1998-07-15,34.94
1998-07-16,35.17
1998-07-17,35.25
1998-07-20,35.20
1998-07-21,34.65
1998-07-22,34.56
1998-07-23,33.86
1998-07-24,33.80
1998-07-27,33.87
1998-07-28,33.37
1998-07-29,33.22
1998-07-30,33.70
1998-07-31,33.08
1998-08-03,32.80
1998-08-04,31.64
1998-08-05,31.79
1998-08-06,32.14
1998-08-07,32.28
1998-08-10,32.10
1998-08-11,31.57
1998-08-12,32.06
1998-08-13,31.79
1998-08-14,31.49
1998-08-17,31.97
1998-08-18,32.49
1998-08-19,32.35
1998-08-20,32.14
1998-08-21,31.78
1998-08-24,31.90
1998-08-25,31.97
1998-08-26,31.63
1998-08-27,30.41
1998-08-28,29.90
1998-08-31,27.93
1998-09-01,28.89
1998-09-02,28.89
1998-09-03,28.58
1998-09-04,28.37
1998-09-07,.
1998-09-08,29.75
1998-09-09,29.24
1998-09-10,28.51
1998-09-11,29.27
1998-09-14,29.87
1998-09-15,30.09
1998-09-16,30.36
1998-09-17,29.66
1998-09-18,29.80
1998-09-21,29.86
1998-09-22,30.09
1998-09-23,31.06
1998-09-24,30.44
1998-09-25,30.46
1998-09-28,30.57
1998-09-29,30.54
1998-09-30,29.75
1998-10-01,28.80
1998-10-02,29.19
1998-10-05,28.63
1998-10-06,28.47
1998-10-07,27.96
1998-10-08,27.49
1998-10-09,28.23
1998-10-12,28.69
1998-10-13,28.52
1998-10-14,28.89
1998-10-15,30.06
1998-10-16,30.40
1998-10-19,30.67
1998-10-20,30.78
1998-10-21,30.95
1998-10-22,31.24
1998-10-23,31.05
1998-10-26,31.18
1998-10-27,31.00
1998-10-28,31.08
1998-10-29,31.58
1998-10-30,31.96
1998-11-02,32.42
1998-11-03,32.40
1998-11-04,32.69
1998-11-05,33.12
1998-11-06,33.34
1998-11-09,33.07
1998-11-10,33.02
1998-11-11,32.79
1998-11-12,32.70
1998-11-13,32.87
1998-11-16,33.12
1998-11-17,33.23
1998-11-18,33.40
1998-11-19,33.63
1998-11-20,33.90
1998-11-23,34.57
1998-11-24,34.43
1998-11-25,34.57
1998-11-26,.
1998-11-27,34.75
1998-11-30,33.98
1998-12-01,34.25
1998-12-02,34.18
1998-12-03,33.64
1998-12-04,34.31
1998-12-07,34.63
1998-12-08,34.48
1998-12-09,34.51
1998-12-10,33.99
1998-12-11,33.98
1998-12-14,33.27
1998-12-15,33.82
1998-12-16,33.80
1998-12-17,34.31
1998-12-18,34.54
1998-12-21,35.01
1998-12-22,35.01
1998-12-23,35.69
1998-12-24,35.68
1998-12-25,.
1998-12-28,35.74
1998-12-29,36.15
1998-12-30,35.98
1998-12-31,36.15
1999-01-01,.
1999-01-04,36.12
1999-01-05,36.52
1999-01-06,37.26
1999-01-07,37.19
1999-01-08,37.39
1999-01-11,37.20
1999-01-12,36.56
1999-01-13,36.35
1999-01-14,35.75
1999-01-15,36.59
1999-01-18,.
1999-01-19,36.84
1999-01-20,36.96
1999-01-21,36.33
1999-01-22,36.08
1999-01-25,36.29
1999-01-26,36.80
1999-01-27,36.58
1999-01-28,37.15
1999-01-29,37.48
1999-02-01,37.37
1999-02-02,37.05
1999-02-03,37.37
1999-02-04,36.76
1999-02-05,36.39
1999-02-08,36.45
1999-02-09,35.66
1999-02-10,35.76
1999-02-11,36.62
1999-02-12,35.97
1999-02-15,.
1999-02-16,36.18
1999-02-17,35.66
1999-02-18,36.01
1999-02-19,36.09
1999-02-22,36.96
1999-02-23,36.98
1999-02-24,36.57
1999-02-25,36.32
1999-02-26,36.12
1999-03-01,36.10
1999-03-02,35.89
1999-03-03,35.91
1999-03-04,36.40
1999-03-05,37.14
1999-03-08,37.39
1999-03-09,37.32
1999-03-10,37.52
1999-03-11,37.79
1999-03-12,37.67
1999-03-15,38.00
1999-03-16,37.98
1999-03-17,37.77
1999-03-18,38.22
1999-03-19,37.78
1999-03-22,37.68
1999-03-23,36.68
1999-03-24,36.86
1999-03-25,37.49
1999-03-26,37.35
1999-03-29,38.11
1999-03-30,37.82
1999-03-31,37.52
1999-04-01,37.71
1999-04-02,.
1999-04-05,38.42
1999-04-06,38.34
1999-04-07,38.48
1999-04-08,38.98
1999-04-09,39.17
1999-04-12,39.50
1999-04-13,39.39
1999-04-14,38.82
1999-04-15,38.73
1999-04-16,38.68
1999-04-19,37.74
1999-04-20,38.19
1999-04-21,39.14
1999-04-22,39.78
1999-04-23,39.74
1999-04-26,39.93
1999-04-27,39.96
1999-04-28,39.63
1999-04-29,39.45
1999-04-30,39.31
1999-05-03,39.72
1999-05-04,39.15
1999-05-05,39.52
1999-05-06,39.13
1999-05-07,39.44
1999-05-10,39.43
1999-05-11,39.89
1999-05-12,40.14
1999-05-13,40.27
1999-05-14,39.46
1999-05-17,39.45
1999-05-18,39.33
1999-05-19,39.65
1999-05-20,39.53
1999-05-21,39.33
1999-05-24,38.57
1999-05-25,37.92
1999-05-26,38.42
1999-05-27,37.88
1999-05-28,38.45
1999-05-31,.
1999-06-01,38.22
1999-06-02,38.20
1999-06-03,38.30
1999-06-04,39.03
1999-06-07,39.31
1999-06-08,38.86
1999-06-09,38.93
1999-06-10,38.49
1999-06-11,38.18
1999-06-14,38.00
1999-06-15,38.18
1999-06-16,39.02
1999-06-17,39.33
1999-06-18,39.42
1999-06-21,39.66
1999-06-22,39.32
1999-06-23,39.26
1999-06-24,38.79
1999-06-25,38.75
1999-06-28,39.18
1999-06-29,39.78
1999-06-30,40.44
1999-07-01,40.64
1999-07-02,40.93
1999-07-05,.
1999-07-06,40.90
1999-07-07,41.02
1999-07-08,40.99
1999-07-09,41.28
1999-07-12,41.16
1999-07-13,41.02
1999-07-14,41.20
1999-07-15,41.55
1999-07-16,41.73
1999-07-19,41.41
1999-07-20,40.54
1999-07-21,40.62
1999-07-22,40.10
1999-07-23,39.99
1999-07-26,39.60
1999-07-27,40.04
1999-07-28,40.13
1999-07-29,39.45
1999-07-30,39.15
1999-08-02,39.06
1999-08-03,38.80
1999-08-04,38.23
1999-08-05,38.45
1999-08-06,38.11
1999-08-09,37.97
1999-08-10,37.53
1999-08-11,38.11
1999-08-12,38.09
1999-08-13,38.87
1999-08-16,38.98
1999-08-17,39.36
1999-08-18,39.10
1999-08-19,38.83
1999-08-20,39.18
1999-08-23,39.82
1999-08-24,39.90
1999-08-25,40.38
1999-08-26,39.91
1999-08-27,39.53
1999-08-30,38.87
1999-08-31,38.78
1999-09-01,39.07
1999-09-02,38.72
1999-09-03,39.78
1999-09-06,.
1999-09-07,39.70
1999-09-08,39.52
1999-09-09,39.64
1999-09-10,39.78
1999-09-13,39.57
1999-09-14,39.35
1999-09-15,38.85
1999-09-16,38.78
1999-09-17,39.26
1999-09-20,39.25
1999-09-21,38.49
1999-09-22,38.60
1999-09-23,37.72
1999-09-24,37.63
1999-09-27,37.78
1999-09-28,37.71
1999-09-29,37.43
1999-09-30,37.77
1999-10-01,37.74
1999-10-04,38.35
1999-10-05,38.30
1999-10-06,39.00
1999-10-07,38.82
1999-10-08,39.25
1999-10-11,39.34
1999-10-12,38.76
1999-10-13,37.91
1999-10-14,37.90
1999-10-15,36.92
